subject|predicate|object
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/description|Codeliste der Ã¶sterreichischen Waldinventurtypen
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://purl.org/dc/terms/subject|http://inspire.ec.europa.eu/theme/lu
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/2004/02/skos/core#definition|Production of wood and other wood based primary products or related functions.
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction|http://www.w3.org/2004/02/skos/core#definition|Die Wohlfahrtsfunktion ist der Einfluss des Waldes auf die Umwelt und zwar insbesondere auf den Ausgleich des Klimas und des Wasserhaushaltes, sowie auf die Reinigung und Erneuerung von Luft und Wasser.
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction|http://www.w3.org/ns/adms#status|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/nonForestAreas|http://www.w3.org/2004/02/skos/core#prefLabel|non forest areas
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/2004/02/skos/core#definition|Wald mit Nutzfunktion fuer wirtschaftliche und nachhaltige Hervorbringung des Rohstoffes Holz.
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://www.w3.org/2004/02/skos/core#inScheme|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://www.w3.org/2004/02/skos/core#prefLabel|protective function
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/recreationalFunction|http://www.w3.org/2004/02/skos/core#broader|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/title|Waldinventar Typen
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/2004/02/skos/core#prefLabel|Forstwirschaft
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/2004/02/skos/core#definition|Forest with productive function for economic and sustainable production of the raw material 'woodâ.
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://purl.org/dc/terms/conformsTo|http://inspire.ec.europa.eu/applicationschema/lunom
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/nonForestAreas|http://www.w3.org/2004/02/skos/core#prefLabel|Nicht Wald
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction|http://purl.org/dc/terms/subject|http://inspire.ec.europa.eu/theme/lu
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/nonForestAreas|http://purl.org/dc/terms/conformsTo|http://inspire.ec.europa.eu/applicationschema/lunom
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction|http://www.w3.org/2004/02/skos/core#definition|The welfare function refers to the effects of the forest on the environment, especially on balancing the climate and the water regime and on cleaning and renewing air and water.
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/created|2026-05-05T14:30:11+00:00
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction|http://www.w3.org/2004/02/skos/core#inScheme|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://www.w3.org/2002/07/owl#versionInfo|1.0.0
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://www.w3.org/2004/02/skos/core#definition|Wald mit Schutzfunktion, insbesondere vor Elementargefahren und schaedigenden Umwelteinfluessen, sowie die Erhaltung der Bodenkraft gegen Bodenabschwemmung und -verwehung, Geroellbildung und Hangrutschung.
